Year,Quarter,Month,Day,% Skill in Posting,Job Skills
2018,Qtr 2,April,30,50.00%,aws
2018,Qtr 2,April,30,37.50%,cloud
2018,Qtr 2,April,30,12.50%,machine_learning
2018,Qtr 2,April,30,37.50%,python
2018,Qtr 2,April,30,25.00%,sql
2018,Qtr 2,May,1,50.00%,aws
2018,Qtr 2,May,1,25.00%,cloud
2018,Qtr 2,May,1,75.00%,python
2018,Qtr 2,May,1,50.00%,sql
2018,Qtr 2,May,2,42.86%,aws
2018,Qtr 2,May,2,71.43%,cloud
2018,Qtr 2,May,2,14.29%,machine_learning
2018,Qtr 2,May,2,42.86%,python
2018,Qtr 2,May,2,71.43%,sql
2018,Qtr 2,May,4,66.67%,aws
2018,Qtr 2,May,4,16.67%,cloud
2018,Qtr 2,May,4,33.33%,machine_learning
2018,Qtr 2,May,4,66.67%,python
2018,Qtr 2,May,4,50.00%,sql
2018,Qtr 2,May,5,20.00%,aws
2018,Qtr 2,May,5,20.00%,cloud
2018,Qtr 2,May,5,20.00%,machine_learning
2018,Qtr 2,May,5,60.00%,python
2018,Qtr 2,May,5,80.00%,sql
2018,Qtr 2,May,6,33.33%,aws
2018,Qtr 2,May,6,33.33%,cloud
2018,Qtr 2,May,6,66.67%,machine_learning
2018,Qtr 2,May,6,83.33%,python
2018,Qtr 2,May,6,83.33%,sql
2018,Qtr 2,May,7,33.33%,aws
2018,Qtr 2,May,7,50.00%,cloud
2018,Qtr 2,May,7,16.67%,machine_learning
2018,Qtr 2,May,7,50.00%,python
2018,Qtr 2,May,7,16.67%,sql
2018,Qtr 2,May,8,25.00%,aws
2018,Qtr 2,May,8,50.00%,python
2018,Qtr 2,May,8,25.00%,sql
2018,Qtr 2,May,9,42.86%,aws
2018,Qtr 2,May,9,14.29%,cloud
2018,Qtr 2,May,9,14.29%,machine_learning
2018,Qtr 2,May,9,14.29%,python
2018,Qtr 2,May,9,42.86%,sql
2018,Qtr 2,May,10,16.67%,aws
2018,Qtr 2,May,10,33.33%,cloud
2018,Qtr 2,May,10,16.67%,sql
2018,Qtr 2,May,11,60.00%,aws
2018,Qtr 2,May,11,40.00%,cloud
2018,Qtr 2,May,11,20.00%,machine_learning
2018,Qtr 2,May,11,40.00%,python
2018,Qtr 2,May,12,40.00%,aws
2018,Qtr 2,May,12,40.00%,python
2018,Qtr 2,May,12,20.00%,sql
2018,Qtr 2,May,13,16.67%,aws
2018,Qtr 2,May,13,16.67%,cloud
2018,Qtr 2,May,13,33.33%,machine_learning
2018,Qtr 2,May,13,50.00%,python
2018,Qtr 2,May,13,50.00%,sql
2018,Qtr 2,May,14,75.00%,aws
2018,Qtr 2,May,14,75.00%,cloud
2018,Qtr 2,May,14,25.00%,machine_learning
2018,Qtr 2,May,14,25.00%,python
2018,Qtr 2,May,15,50.00%,aws
2018,Qtr 2,May,15,25.00%,cloud
2018,Qtr 2,May,15,25.00%,machine_learning
2018,Qtr 2,May,15,50.00%,python
2018,Qtr 2,May,15,50.00%,sql
2018,Qtr 2,May,16,25.00%,aws
2018,Qtr 2,May,16,25.00%,cloud
2018,Qtr 2,May,16,25.00%,machine_learning
2018,Qtr 2,May,16,75.00%,python
2018,Qtr 2,May,16,75.00%,sql
2018,Qtr 2,May,17,75.00%,aws
2018,Qtr 2,May,17,75.00%,cloud
2018,Qtr 2,May,18,20.00%,aws
2018,Qtr 2,May,18,20.00%,cloud
2018,Qtr 2,May,18,40.00%,machine_learning
2018,Qtr 2,May,18,80.00%,python
2018,Qtr 2,May,18,80.00%,sql
2018,Qtr 2,May,19,20.00%,aws
2018,Qtr 2,May,19,40.00%,machine_learning
2018,Qtr 2,May,19,40.00%,python
2018,Qtr 2,May,19,60.00%,sql
2018,Qtr 2,May,20,60.00%,aws
2018,Qtr 2,May,20,60.00%,cloud
2018,Qtr 2,May,20,20.00%,python
2018,Qtr 2,May,20,20.00%,sql
2018,Qtr 2,May,21,33.33%,cloud
2018,Qtr 2,May,21,33.33%,machine_learning
2018,Qtr 2,May,21,33.33%,python
2018,Qtr 2,May,22,20.00%,aws
2018,Qtr 2,May,22,40.00%,cloud
2018,Qtr 2,May,22,20.00%,machine_learning
2018,Qtr 2,May,22,40.00%,python
2018,Qtr 2,May,22,60.00%,sql
2018,Qtr 2,May,23,25.00%,machine_learning
2018,Qtr 2,May,23,50.00%,python
2018,Qtr 2,May,23,50.00%,sql
2018,Qtr 2,May,24,75.00%,aws
2018,Qtr 2,May,24,75.00%,cloud
2018,Qtr 2,May,24,25.00%,machine_learning
2018,Qtr 2,May,24,50.00%,python
2018,Qtr 2,May,24,50.00%,sql
2018,Qtr 2,May,26,25.00%,aws
2018,Qtr 2,May,26,25.00%,cloud
2018,Qtr 2,May,26,25.00%,machine_learning
2018,Qtr 2,May,26,25.00%,python
2018,Qtr 2,May,26,25.00%,sql
2018,Qtr 2,May,27,40.00%,cloud
2018,Qtr 2,May,27,20.00%,machine_learning
2018,Qtr 2,May,27,40.00%,python
2018,Qtr 2,May,27,20.00%,sql
2018,Qtr 2,May,28,28.57%,aws
2018,Qtr 2,May,28,42.86%,cloud
2018,Qtr 2,May,28,42.86%,machine_learning
2018,Qtr 2,May,28,71.43%,python
2018,Qtr 2,May,28,57.14%,sql
2018,Qtr 2,May,30,33.33%,aws
2018,Qtr 2,May,30,33.33%,cloud
2018,Qtr 2,May,30,33.33%,machine_learning
2018,Qtr 2,May,30,33.33%,sql
2018,Qtr 2,May,31,50.00%,python
2018,Qtr 2,May,31,50.00%,sql
2018,Qtr 2,June,1,20.00%,aws
2018,Qtr 2,June,1,20.00%,cloud
2018,Qtr 2,June,1,40.00%,python
2018,Qtr 2,June,1,60.00%,sql
2018,Qtr 2,June,2,20.00%,aws
2018,Qtr 2,June,2,20.00%,machine_learning
2018,Qtr 2,June,2,20.00%,python
2018,Qtr 2,June,2,20.00%,sql
2018,Qtr 2,June,3,25.00%,cloud
2018,Qtr 2,June,3,50.00%,sql
2018,Qtr 2,June,4,100.00%,python
2018,Qtr 2,June,5,20.00%,aws
2018,Qtr 2,June,5,20.00%,cloud
2018,Qtr 2,June,5,40.00%,machine_learning
2018,Qtr 2,June,5,40.00%,python
2018,Qtr 2,June,5,60.00%,sql
2018,Qtr 2,June,6,33.33%,aws
2018,Qtr 2,June,6,33.33%,cloud
2018,Qtr 2,June,7,50.00%,python
2018,Qtr 2,June,7,50.00%,sql
2018,Qtr 2,June,8,40.00%,aws
2018,Qtr 2,June,8,60.00%,cloud
2018,Qtr 2,June,8,20.00%,machine_learning
2018,Qtr 2,June,8,40.00%,python
2018,Qtr 2,June,9,25.00%,aws
2018,Qtr 2,June,9,25.00%,machine_learning
2018,Qtr 2,June,9,50.00%,python
2018,Qtr 2,June,9,50.00%,sql
2018,Qtr 2,June,10,50.00%,python
2018,Qtr 2,June,10,50.00%,sql
2018,Qtr 2,June,11,66.67%,sql
2018,Qtr 2,June,12,75.00%,aws
2018,Qtr 2,June,12,25.00%,cloud
2018,Qtr 2,June,12,25.00%,machine_learning
2018,Qtr 2,June,12,75.00%,python
2018,Qtr 2,June,12,75.00%,sql
2018,Qtr 2,June,13,33.33%,aws
2018,Qtr 2,June,13,66.67%,cloud
2018,Qtr 2,June,13,33.33%,machine_learning
2018,Qtr 2,June,13,66.67%,python
2018,Qtr 2,June,13,66.67%,sql
2018,Qtr 2,June,14,33.33%,cloud
2018,Qtr 2,June,14,33.33%,machine_learning
2018,Qtr 2,June,14,33.33%,python
2018,Qtr 2,June,14,66.67%,sql
2018,Qtr 2,June,15,33.33%,cloud
2018,Qtr 2,June,16,25.00%,aws
2018,Qtr 2,June,16,50.00%,cloud
2018,Qtr 2,June,16,25.00%,python
2018,Qtr 2,June,16,25.00%,sql
2018,Qtr 2,June,17,40.00%,aws
2018,Qtr 2,June,17,60.00%,cloud
2018,Qtr 2,June,17,40.00%,python
2018,Qtr 2,June,17,20.00%,sql
2018,Qtr 2,June,19,100.00%,cloud
2018,Qtr 2,June,19,50.00%,machine_learning
2018,Qtr 2,June,19,50.00%,python
2018,Qtr 2,June,19,50.00%,sql
2018,Qtr 2,June,20,100.00%,aws
2018,Qtr 2,June,20,100.00%,cloud
2018,Qtr 2,June,20,50.00%,python
2018,Qtr 2,June,21,40.00%,aws
2018,Qtr 2,June,21,40.00%,cloud
2018,Qtr 2,June,21,40.00%,machine_learning
2018,Qtr 2,June,21,40.00%,python
2018,Qtr 2,June,21,60.00%,sql
2018,Qtr 2,June,22,50.00%,aws
2018,Qtr 2,June,22,50.00%,python
2018,Qtr 2,June,22,100.00%,sql
2018,Qtr 2,June,24,66.67%,aws
2018,Qtr 2,June,24,66.67%,cloud
2018,Qtr 2,June,24,33.33%,python
2018,Qtr 2,June,24,33.33%,sql
2018,Qtr 2,June,25,50.00%,machine_learning
2018,Qtr 2,June,25,50.00%,python
2018,Qtr 2,June,26,50.00%,machine_learning
2018,Qtr 2,June,26,100.00%,python
2018,Qtr 2,June,26,50.00%,sql
2018,Qtr 2,June,27,33.33%,aws
2018,Qtr 2,June,27,66.67%,cloud
2018,Qtr 2,June,27,33.33%,machine_learning
2018,Qtr 2,June,27,66.67%,python
2018,Qtr 2,June,27,66.67%,sql
2018,Qtr 2,June,28,25.00%,cloud
2018,Qtr 2,June,28,25.00%,machine_learning
2018,Qtr 2,June,28,50.00%,python
2018,Qtr 2,June,28,50.00%,sql
2018,Qtr 2,June,29,50.00%,aws
2018,Qtr 2,June,29,50.00%,cloud
2018,Qtr 2,June,29,50.00%,python
2018,Qtr 2,June,29,50.00%,sql
2018,Qtr 2,June,30,100.00%,aws
2018,Qtr 2,June,30,100.00%,cloud
2018,Qtr 3,July,1,100.00%,sql
2018,Qtr 3,July,2,33.33%,aws
2018,Qtr 3,July,2,66.67%,cloud
2018,Qtr 3,July,2,33.33%,machine_learning
2018,Qtr 3,July,2,100.00%,python
2018,Qtr 3,July,2,100.00%,sql
2018,Qtr 3,July,3,100.00%,aws
2018,Qtr 3,July,3,100.00%,cloud
2018,Qtr 3,July,5,33.33%,aws
2018,Qtr 3,July,5,100.00%,python
2018,Qtr 3,July,5,66.67%,sql
2018,Qtr 3,July,6,20.00%,aws
2018,Qtr 3,July,6,20.00%,machine_learning
2018,Qtr 3,July,6,40.00%,python
2018,Qtr 3,July,7,50.00%,aws
2018,Qtr 3,July,7,50.00%,cloud
2018,Qtr 3,July,7,100.00%,python
2018,Qtr 3,July,7,50.00%,sql
2018,Qtr 3,July,8,66.67%,aws
2018,Qtr 3,July,8,33.33%,cloud
2018,Qtr 3,July,8,33.33%,machine_learning
2018,Qtr 3,July,8,66.67%,python
2018,Qtr 3,July,8,66.67%,sql
2018,Qtr 3,July,9,50.00%,cloud
2018,Qtr 3,July,9,50.00%,machine_learning
2018,Qtr 3,July,9,50.00%,python
2018,Qtr 3,July,9,50.00%,sql
2018,Qtr 3,July,10,50.00%,aws
2018,Qtr 3,July,10,50.00%,cloud
2018,Qtr 3,July,10,50.00%,machine_learning
2018,Qtr 3,July,10,50.00%,sql
2018,Qtr 3,July,11,40.00%,aws
2018,Qtr 3,July,11,40.00%,cloud
2018,Qtr 3,July,11,20.00%,machine_learning
2018,Qtr 3,July,11,40.00%,python
2018,Qtr 3,July,11,60.00%,sql
2018,Qtr 3,July,12,50.00%,aws
2018,Qtr 3,July,12,50.00%,cloud
2018,Qtr 3,July,13,50.00%,aws
2018,Qtr 3,July,13,33.33%,cloud
2018,Qtr 3,July,13,50.00%,python
2018,Qtr 3,July,13,83.33%,sql
2018,Qtr 3,July,14,25.00%,aws
2018,Qtr 3,July,14,25.00%,cloud
2018,Qtr 3,July,14,50.00%,machine_learning
2018,Qtr 3,July,14,50.00%,python
2018,Qtr 3,July,14,75.00%,sql
2018,Qtr 3,July,15,20.00%,aws
2018,Qtr 3,July,15,40.00%,cloud
2018,Qtr 3,July,15,40.00%,machine_learning
2018,Qtr 3,July,15,60.00%,python
2018,Qtr 3,July,15,60.00%,sql
2018,Qtr 3,July,16,75.00%,sql
2018,Qtr 3,July,17,40.00%,sql
2018,Qtr 3,July,18,100.00%,aws
2018,Qtr 3,July,18,50.00%,cloud
2018,Qtr 3,July,18,50.00%,python
2018,Qtr 3,July,18,50.00%,sql
2018,Qtr 3,July,19,25.00%,aws
2018,Qtr 3,July,19,50.00%,cloud
2018,Qtr 3,July,19,50.00%,machine_learning
2018,Qtr 3,July,19,75.00%,python
2018,Qtr 3,July,19,75.00%,sql
2018,Qtr 3,July,20,25.00%,aws
2018,Qtr 3,July,20,25.00%,cloud
2018,Qtr 3,July,20,25.00%,python
2018,Qtr 3,July,20,50.00%,sql
2018,Qtr 3,July,21,25.00%,aws
2018,Qtr 3,July,21,75.00%,cloud
2018,Qtr 3,July,21,25.00%,machine_learning
2018,Qtr 3,July,21,50.00%,python
2018,Qtr 3,July,21,50.00%,sql
2018,Qtr 3,July,22,66.67%,machine_learning
2018,Qtr 3,July,22,66.67%,python
2018,Qtr 3,July,22,100.00%,sql
2018,Qtr 3,July,23,16.67%,aws
2018,Qtr 3,July,23,16.67%,cloud
2018,Qtr 3,July,23,50.00%,machine_learning
2018,Qtr 3,July,23,66.67%,python
2018,Qtr 3,July,23,33.33%,sql
2018,Qtr 3,July,24,33.33%,aws
2018,Qtr 3,July,24,33.33%,cloud
2018,Qtr 3,July,24,33.33%,python
2018,Qtr 3,July,24,66.67%,sql
2018,Qtr 3,July,25,66.67%,machine_learning
2018,Qtr 3,July,25,66.67%,python
2018,Qtr 3,July,25,66.67%,sql
2018,Qtr 3,July,26,50.00%,aws
2018,Qtr 3,July,26,50.00%,cloud
2018,Qtr 3,July,26,50.00%,python
2018,Qtr 3,July,26,50.00%,sql
2018,Qtr 3,July,27,33.33%,cloud
2018,Qtr 3,July,27,33.33%,machine_learning
2018,Qtr 3,July,27,33.33%,sql
2018,Qtr 3,July,28,33.33%,cloud
2018,Qtr 3,July,28,33.33%,machine_learning
2018,Qtr 3,July,28,66.67%,python
2018,Qtr 3,July,28,100.00%,sql
2018,Qtr 3,July,29,100.00%,machine_learning
2018,Qtr 3,July,29,100.00%,python
2018,Qtr 3,July,29,100.00%,sql
2018,Qtr 3,July,30,40.00%,aws
2018,Qtr 3,July,30,40.00%,cloud
2018,Qtr 3,July,30,20.00%,machine_learning
2018,Qtr 3,July,30,20.00%,python
2018,Qtr 3,July,31,40.00%,aws
2018,Qtr 3,July,31,40.00%,cloud
2018,Qtr 3,July,31,20.00%,machine_learning
2018,Qtr 3,July,31,80.00%,python
2018,Qtr 3,July,31,60.00%,sql
2018,Qtr 3,August,1,100.00%,cloud
2018,Qtr 3,August,1,100.00%,python
2018,Qtr 3,August,2,40.00%,aws
2018,Qtr 3,August,2,40.00%,cloud
2018,Qtr 3,August,2,40.00%,machine_learning
2018,Qtr 3,August,2,80.00%,python
2018,Qtr 3,August,2,80.00%,sql
2018,Qtr 3,August,3,28.57%,aws
2018,Qtr 3,August,3,57.14%,cloud
2018,Qtr 3,August,3,42.86%,machine_learning
2018,Qtr 3,August,3,57.14%,python
2018,Qtr 3,August,3,71.43%,sql
2018,Qtr 3,August,4,37.50%,aws
2018,Qtr 3,August,4,37.50%,cloud
2018,Qtr 3,August,4,37.50%,machine_learning
2018,Qtr 3,August,4,75.00%,python
2018,Qtr 3,August,4,50.00%,sql
2018,Qtr 3,August,5,16.67%,aws
2018,Qtr 3,August,5,33.33%,cloud
2018,Qtr 3,August,5,33.33%,machine_learning
2018,Qtr 3,August,5,33.33%,python
2018,Qtr 3,August,5,33.33%,sql
2018,Qtr 3,August,6,50.00%,aws
2018,Qtr 3,August,6,50.00%,cloud
2018,Qtr 3,August,6,25.00%,python
2018,Qtr 3,August,6,25.00%,sql
2018,Qtr 3,August,7,50.00%,cloud
2018,Qtr 3,August,7,100.00%,python
2018,Qtr 3,August,7,50.00%,sql
2018,Qtr 3,August,8,50.00%,aws
2018,Qtr 3,August,8,50.00%,cloud
2018,Qtr 3,August,8,50.00%,python
2018,Qtr 3,August,8,50.00%,sql
2018,Qtr 3,August,9,25.00%,aws
2018,Qtr 3,August,9,25.00%,cloud
2018,Qtr 3,August,9,25.00%,sql
2018,Qtr 3,August,10,50.00%,aws
2018,Qtr 3,August,10,75.00%,cloud
2018,Qtr 3,August,10,25.00%,python
2018,Qtr 3,August,10,50.00%,sql
2018,Qtr 3,August,11,60.00%,aws
2018,Qtr 3,August,11,60.00%,cloud
2018,Qtr 3,August,11,20.00%,machine_learning
2018,Qtr 3,August,11,40.00%,python
2018,Qtr 3,August,11,40.00%,sql
2018,Qtr 3,August,12,25.00%,aws
2018,Qtr 3,August,12,25.00%,cloud
2018,Qtr 3,August,12,25.00%,machine_learning
2018,Qtr 3,August,12,75.00%,python
2018,Qtr 3,August,12,50.00%,sql
2018,Qtr 3,August,13,25.00%,aws
2018,Qtr 3,August,13,25.00%,cloud
2018,Qtr 3,August,13,25.00%,python
2018,Qtr 3,August,13,25.00%,sql
2018,Qtr 3,August,14,50.00%,aws
2018,Qtr 3,August,14,50.00%,cloud
2018,Qtr 3,August,14,50.00%,sql
2018,Qtr 3,August,15,33.33%,aws
2018,Qtr 3,August,15,33.33%,cloud
2018,Qtr 3,August,15,33.33%,python
2018,Qtr 3,August,15,66.67%,sql
2018,Qtr 3,August,16,66.67%,python
2018,Qtr 3,August,16,33.33%,sql
2018,Qtr 3,August,17,50.00%,aws
2018,Qtr 3,August,17,50.00%,cloud
2018,Qtr 3,August,17,50.00%,python
2018,Qtr 3,August,17,50.00%,sql
2018,Qtr 3,August,18,25.00%,aws
2018,Qtr 3,August,18,25.00%,cloud
2018,Qtr 3,August,18,25.00%,machine_learning
2018,Qtr 3,August,18,75.00%,python
2018,Qtr 3,August,18,100.00%,sql
2018,Qtr 3,August,19,25.00%,aws
2018,Qtr 3,August,19,25.00%,python
2018,Qtr 3,August,19,50.00%,sql
2018,Qtr 3,August,20,50.00%,cloud
2018,Qtr 3,August,20,50.00%,sql
2018,Qtr 3,August,22,33.33%,aws
2018,Qtr 3,August,22,66.67%,cloud
2018,Qtr 3,August,22,66.67%,machine_learning
2018,Qtr 3,August,22,66.67%,python
2018,Qtr 3,August,22,66.67%,sql
2018,Qtr 3,August,25,50.00%,cloud
2018,Qtr 3,August,25,50.00%,python
2018,Qtr 3,August,26,33.33%,python
2018,Qtr 3,August,26,66.67%,sql
2018,Qtr 3,August,27,33.33%,machine_learning
2018,Qtr 3,August,27,33.33%,python
2018,Qtr 3,August,27,66.67%,sql
2018,Qtr 3,August,28,100.00%,machine_learning
2018,Qtr 3,August,28,100.00%,sql
2018,Qtr 3,August,31,25.00%,aws
2018,Qtr 3,August,31,50.00%,cloud
2018,Qtr 3,August,31,50.00%,python
2018,Qtr 3,August,31,50.00%,sql
2018,Qtr 3,September,3,100.00%,machine_learning
2018,Qtr 3,September,3,100.00%,python
2018,Qtr 3,September,3,100.00%,sql
2018,Qtr 3,September,4,100.00%,aws
2018,Qtr 3,September,4,100.00%,cloud
2018,Qtr 3,September,7,100.00%,python
2018,Qtr 3,September,7,100.00%,sql
2018,Qtr 3,September,9,66.67%,aws
2018,Qtr 3,September,9,66.67%,cloud
2018,Qtr 3,September,9,33.33%,machine_learning
2018,Qtr 3,September,9,100.00%,python
2018,Qtr 3,September,9,66.67%,sql
2018,Qtr 3,September,11,50.00%,aws
2018,Qtr 3,September,11,25.00%,cloud
2018,Qtr 3,September,12,66.67%,aws
2018,Qtr 3,September,12,100.00%,cloud
2018,Qtr 3,September,12,33.33%,python
2018,Qtr 3,September,12,33.33%,sql
2018,Qtr 3,September,13,100.00%,cloud
2018,Qtr 3,September,14,33.33%,aws
2018,Qtr 3,September,14,16.67%,cloud
2018,Qtr 3,September,14,16.67%,machine_learning
2018,Qtr 3,September,14,33.33%,python
2018,Qtr 3,September,14,100.00%,sql
2018,Qtr 3,September,15,100.00%,aws
2018,Qtr 3,September,15,100.00%,cloud
2018,Qtr 3,September,16,33.33%,aws
2018,Qtr 3,September,16,66.67%,cloud
2018,Qtr 3,September,16,33.33%,python
2018,Qtr 3,September,16,33.33%,sql
2018,Qtr 3,September,17,25.00%,aws
2018,Qtr 3,September,17,25.00%,cloud
2018,Qtr 3,September,17,50.00%,machine_learning
2018,Qtr 3,September,17,75.00%,python
2018,Qtr 3,September,17,50.00%,sql
2018,Qtr 3,September,18,50.00%,aws
2018,Qtr 3,September,18,25.00%,cloud
2018,Qtr 3,September,18,25.00%,machine_learning
2018,Qtr 3,September,18,50.00%,python
2018,Qtr 3,September,18,25.00%,sql
2018,Qtr 3,September,19,33.33%,aws
2018,Qtr 3,September,19,33.33%,cloud
2018,Qtr 3,September,19,66.67%,machine_learning
2018,Qtr 3,September,19,66.67%,python
2018,Qtr 3,September,19,66.67%,sql
2018,Qtr 3,September,20,50.00%,aws
2018,Qtr 3,September,20,25.00%,cloud
2018,Qtr 3,September,20,50.00%,python
2018,Qtr 3,September,20,50.00%,sql
2018,Qtr 3,September,21,80.00%,aws
2018,Qtr 3,September,21,40.00%,cloud
2018,Qtr 3,September,21,20.00%,machine_learning
2018,Qtr 3,September,21,80.00%,python
2018,Qtr 3,September,21,20.00%,sql
2018,Qtr 3,September,22,100.00%,aws
2018,Qtr 3,September,22,100.00%,cloud
2018,Qtr 3,September,22,50.00%,machine_learning
2018,Qtr 3,September,22,50.00%,python
2018,Qtr 3,September,23,33.33%,aws
2018,Qtr 3,September,23,33.33%,cloud
2018,Qtr 3,September,24,16.67%,sql
2018,Qtr 3,September,25,25.00%,aws
2018,Qtr 3,September,25,50.00%,cloud
2018,Qtr 3,September,25,25.00%,machine_learning
2018,Qtr 3,September,25,50.00%,python
2018,Qtr 3,September,25,50.00%,sql
2018,Qtr 3,September,26,50.00%,machine_learning
2018,Qtr 3,September,26,50.00%,python
2018,Qtr 3,September,27,40.00%,aws
2018,Qtr 3,September,27,20.00%,cloud
2018,Qtr 3,September,27,20.00%,python
2018,Qtr 3,September,27,20.00%,sql
2018,Qtr 3,September,28,25.00%,cloud
2018,Qtr 3,September,28,25.00%,machine_learning
2018,Qtr 3,September,28,50.00%,python
2018,Qtr 3,September,28,100.00%,sql
2018,Qtr 3,September,29,50.00%,aws
2018,Qtr 3,September,29,50.00%,cloud
2018,Qtr 3,September,29,50.00%,sql
2018,Qtr 3,September,30,33.33%,cloud
2018,Qtr 3,September,30,33.33%,sql
2018,Qtr 4,October,1,25.00%,machine_learning
2018,Qtr 4,October,1,50.00%,python
2018,Qtr 4,October,1,75.00%,sql
2018,Qtr 4,October,2,50.00%,aws
2018,Qtr 4,October,2,50.00%,cloud
2018,Qtr 4,October,2,75.00%,machine_learning
2018,Qtr 4,October,2,75.00%,python
2018,Qtr 4,October,2,50.00%,sql
2018,Qtr 4,October,3,33.33%,aws
2018,Qtr 4,October,3,33.33%,cloud
2018,Qtr 4,October,3,33.33%,machine_learning
2018,Qtr 4,October,3,33.33%,python
2018,Qtr 4,October,3,33.33%,sql
2018,Qtr 4,October,4,50.00%,aws
2018,Qtr 4,October,4,25.00%,cloud
2018,Qtr 4,October,4,25.00%,machine_learning
2018,Qtr 4,October,4,25.00%,python
2018,Qtr 4,October,4,25.00%,sql
2018,Qtr 4,October,5,40.00%,aws
2018,Qtr 4,October,5,40.00%,cloud
2018,Qtr 4,October,5,20.00%,machine_learning
2018,Qtr 4,October,5,60.00%,python
2018,Qtr 4,October,5,80.00%,sql
2018,Qtr 4,October,6,50.00%,aws
2018,Qtr 4,October,6,50.00%,cloud
2018,Qtr 4,October,6,50.00%,machine_learning
2018,Qtr 4,October,6,50.00%,python
2018,Qtr 4,October,6,100.00%,sql
2018,Qtr 4,October,7,33.33%,aws
2018,Qtr 4,October,7,33.33%,cloud
2018,Qtr 4,October,7,33.33%,machine_learning
2018,Qtr 4,October,7,33.33%,python
2018,Qtr 4,October,7,66.67%,sql
2018,Qtr 4,October,8,25.00%,aws
2018,Qtr 4,October,8,25.00%,python
2018,Qtr 4,October,8,50.00%,sql
2018,Qtr 4,October,9,14.29%,aws
2018,Qtr 4,October,9,28.57%,cloud
2018,Qtr 4,October,9,57.14%,machine_learning
2018,Qtr 4,October,9,57.14%,python
2018,Qtr 4,October,9,57.14%,sql
2018,Qtr 4,October,10,25.00%,aws
2018,Qtr 4,October,10,75.00%,cloud
2018,Qtr 4,October,10,75.00%,machine_learning
2018,Qtr 4,October,10,75.00%,python
2018,Qtr 4,October,10,50.00%,sql
2018,Qtr 4,October,11,50.00%,aws
2018,Qtr 4,October,11,25.00%,cloud
2018,Qtr 4,October,11,50.00%,machine_learning
2018,Qtr 4,October,11,75.00%,python
2018,Qtr 4,October,11,100.00%,sql
2018,Qtr 4,October,12,75.00%,aws
2018,Qtr 4,October,12,75.00%,cloud
2018,Qtr 4,October,12,25.00%,python
2018,Qtr 4,October,12,25.00%,sql
2018,Qtr 4,October,13,25.00%,aws
2018,Qtr 4,October,13,25.00%,cloud
2018,Qtr 4,October,13,25.00%,machine_learning
2018,Qtr 4,October,13,50.00%,python
2018,Qtr 4,October,13,25.00%,sql
2018,Qtr 4,October,14,20.00%,aws
2018,Qtr 4,October,14,40.00%,cloud
2018,Qtr 4,October,14,20.00%,python
2018,Qtr 4,October,14,20.00%,sql
2018,Qtr 4,October,15,20.00%,machine_learning
2018,Qtr 4,October,15,60.00%,python
2018,Qtr 4,October,15,20.00%,sql
2018,Qtr 4,October,16,33.33%,sql
2018,Qtr 4,October,17,50.00%,cloud
2018,Qtr 4,October,17,50.00%,python
2018,Qtr 4,October,17,50.00%,sql
2018,Qtr 4,October,18,33.33%,aws
2018,Qtr 4,October,18,66.67%,cloud
2018,Qtr 4,October,18,33.33%,machine_learning
2018,Qtr 4,October,18,33.33%,python
2018,Qtr 4,October,19,50.00%,aws
2018,Qtr 4,October,19,50.00%,cloud
2018,Qtr 4,October,19,50.00%,python
2018,Qtr 4,October,19,50.00%,sql
2018,Qtr 4,October,20,25.00%,cloud
2018,Qtr 4,October,20,50.00%,machine_learning
2018,Qtr 4,October,20,75.00%,python
2018,Qtr 4,October,20,75.00%,sql
2018,Qtr 4,October,21,50.00%,aws
2018,Qtr 4,October,21,50.00%,machine_learning
2018,Qtr 4,October,21,50.00%,python
2018,Qtr 4,October,22,100.00%,aws
2018,Qtr 4,October,22,50.00%,cloud
2018,Qtr 4,October,22,100.00%,python
2018,Qtr 4,October,22,100.00%,sql
2018,Qtr 4,October,23,25.00%,aws
2018,Qtr 4,October,23,25.00%,cloud
2018,Qtr 4,October,23,25.00%,python
2018,Qtr 4,October,23,50.00%,sql
2018,Qtr 4,October,24,40.00%,machine_learning
2018,Qtr 4,October,24,60.00%,python
2018,Qtr 4,October,24,60.00%,sql
2018,Qtr 4,October,25,25.00%,python
2018,Qtr 4,October,25,50.00%,sql
2018,Qtr 4,October,26,33.33%,aws
2018,Qtr 4,October,26,33.33%,cloud
2018,Qtr 4,October,26,33.33%,python
2018,Qtr 4,October,26,66.67%,sql
2018,Qtr 4,October,27,100.00%,aws
2018,Qtr 4,October,27,100.00%,cloud
2018,Qtr 4,October,28,100.00%,python
2018,Qtr 4,October,28,100.00%,sql
2018,Qtr 4,October,30,50.00%,aws
2018,Qtr 4,October,30,50.00%,cloud
2018,Qtr 4,October,30,50.00%,machine_learning
2018,Qtr 4,October,30,50.00%,python
2018,Qtr 4,October,30,50.00%,sql
2018,Qtr 4,October,31,25.00%,python
2018,Qtr 4,October,31,50.00%,sql
2018,Qtr 4,November,2,20.00%,cloud
2018,Qtr 4,November,2,40.00%,python
2018,Qtr 4,November,2,40.00%,sql
2018,Qtr 4,November,3,25.00%,aws
2018,Qtr 4,November,3,25.00%,cloud
2018,Qtr 4,November,3,50.00%,python
2018,Qtr 4,November,3,25.00%,sql
2018,Qtr 4,November,4,50.00%,aws
